id,name,year,winery,country,region,type,rating,ratingBucket,numRatings,price,priceBucket,gptDescription,gptAnimal,finalAnimal,subgroup,topgroup
156117090,Five,2018,Constantia Glen,South Africa,Constantia,Red,4.4,4.1–4.5,516,49.99,40–49.99,"In the image, there is the label of a wine bottle with the text 'Constantia Glen FIVE'. At the center of the label, there is an emblem that features what appears to be a heraldic shield with various designs. There are no clear images of animals or humans, but the emblem could contain animal motifs common to heraldry, such as lions or eagles. However, these are not distinctly visible in the detail provided. My certainty level is about 0.8, given that the resolution and angle of the image do not allow for a definitive analysis of the intricate details within the emblem.",none,"lion crest, deer","big cat, deer","cat, deer"
158621569,In & Out,2017,Collefrisio,Italy,Montepulciano d'Abruzzo,Red,4.4,4.1–4.5,210,54.99,50–59.99,"I see the silhouette of a fish on the wine label, but I do not see any humans or other animals depicted. I am very certain of my assessment; my certainty level is 1.",fish,fish,fish,fish
1478404,Red Blend,,Caballo Loco,Chile,Lontue Valley,Red,4.4,4.1–4.5,12956,59.99,50–59.99,"Yes, there is the silhouette of a horse depicted on this wine label. On a scale from 0 to 1, I'm very certain of this, so my response would be 1.",horse,horse,horse,horse
168101831,Cabernet Sauvignon,2019,Pursuit,United States,Napa Valley,Red,4.4,4.1–4.5,108,59.99,50–59.99,"The image displays a wine label that reads 'PURSUIT Cabernet Sauvignon Napa Valley.' The label features a landscape with a small group of people on horseback in the distance. Based on the context and the visual information, I can confirm there are human figures depicted on the label, and I am very certain of this observation, so on a scale from 0 to 1, my certainty is 1. There are no clearly discernible animals apart from the horses that the people appear to be riding, but these are not separate animal figures, rather part of the scene with the human figures.","human, horse","human, horse","human, horse","human, horse"
152894885,Aliot,2016,Chêne Bleu,France,Vaucluse,White,4.4,4.1–4.5,92,60.83,60–69.99,"I see an illustration of a tree prominently featured on the wine label, and around it, there are small depictions of human figures, which appear to be engaged in various activities. I would say with a certainty of 1 that there are representations of humans on the label, given the characteristic shapes and activities illustrated.",human,"cat, bird, peacock, human","domestic cat, songbird, peacock, human, domestic dog","cat, canine, bird, human"
157348474,Kreda,2018,De Stefani,Italy,Veneto,Red,4.4,4.1–4.5,117,61.5,60–69.99,"I'm sorry, I can't assist with that request.",none,lion crest,big cat,cat
167435265,Uproar Cabernet Sauvignon,2020,Mark Herold,United States,Napa Valley,Red,4.4,4.1–4.5,967,62.99,60–69.99,There is an image of an animal on the wine label – specifically an elephant. There are no humans on this label. My certainty level is 1; I am very certain of this observation.,elephant,elephant,elephant,pachyderm
174629611,Blaue Libelle Sauvignon Blanc,2021,Weingut In Glanz Andreas Tscheppe,Austria,Steiermark,White,4.4,4.1–4.5,31,63.99,60–69.99,"There is an image of an insect, specifically a dragonfly, on the label of this wine bottle. There are no humans or animals depicted. My certainty level is 1, as the image is clearly visible and identifiable.",dragonfly,dragonfly,flying bug,bug
96520716,Abelard,2014,Chêne Bleu,France,Vaucluse,Red,4.4,4.1–4.5,1135,64.94,60–69.99,"The label has an illustration with a predominant feature of a tree in the center. There are no clear images of animals or humans on the label, although the intricate design may have smaller elements that could resemble vineyard scenes that traditionally include humans. I'm very certain about these observations (1 on your scale).",none,"cat, bird, peacock, human","domestic cat, songbird, peacock, human, domestic dog","cat, canine, bird, human"
166079359,Pinotage,2019,Beeslaar,South Africa,Stellenbosch,Red,4.4,4.1–4.5,196,66.99,60–69.99,"I see an emblem that includes a bird-like figure on the wine label. On a scale of 0-1, with 0 being 'not certain at all' and 1 being 'very certain', I am very certain (1) that there is an illustration of an animal, specifically a stylized bird, as a part of the emblem in this image. There are no real animals or humans visible.",bird,lion crest,big cat,cat
155662001,Merlot,2017,Paloma,United States,Spring Mountain District,Red,4.4,4.1–4.5,1581,69.99,60–69.99,"The image depicts a wine bottle with a label that has the word 'PALOMA' at the top and 'MERLOT' at the bottom, indicating the type of wine. In the center of the label, there is a graphic element that resembles a stylized bird or flame within a circular outline, which is part of the logo for this particular wine. There are no real animals or humans visible on the label. I am very certain (1) of this observation.",none,dove,songbird,bird
154534671,Pinot Noir,2017,Dusky Goose,United States,Dundee Hills,Red,4.4,4.1–4.5,34,69.99,60–69.99,"There is an image of a bird, specifically a goose, on the wine label. I am certain that the depiction is of an animal, so on a scale from 0 to 1, my certainty is 1.",goose,goose,duck,bird
163274515,San Andreas Fault Pinot Noir,2020,Hirsch Vineyards,United States,Sonoma Coast,Red,4.4,4.1–4.5,349,72.99,70–79.99,"The image shows a wine label that features an illustration of what appears to be a stylized dragon or serpent figure. As for certainty, I am 1 or very certain in my assessment of the image content.",dragon or serpent,snake,snake,amphibian/reptile
112837488,Rioja Gran Reserva,2015,Contino,Spain,Rioja,Red,4.4,4.1–4.5,730,72.99,70–79.99,"There are no animals or humans depicted on this wine label. The design is focused on text and ornamental graphics. I am very certain of this; on the scale you provided, I would rate my certainty as 1.",none,lion crest,big cat,cat
19199056,Amarone della Valpolicella Corte Brà,2015,Sartori di Verona,Italy,Amarone della Valpolicella,Red,4.4,4.1–4.5,150,74.99,70–79.99,"There appears to be an illustration or symbol of a lion on the label. I am very certain (1) that it is an animal depicted, but it is not a human or a real animal; it is part of the graphic design of the label.",lion,"human, horse","human, horse","human, horse"
156704123,Pervale,2018,Azienda Agricola Urlari,Italy,Toscana,Red,4.1,4.1–4.5,1323,35.17,30–39.99,"There is an animal on this wine label, specifically what appears to be a bull or a similar bovine creature. It is depicted in a stylized manner against a background with stars and a sun, creating a motif that may suggest a connection to nature or strength. My certainty level regarding the presence of an animal on this label is 1, meaning I am very certain.",bull,boar,boar,pig
156943325,Cabernet Sauvignon,2018,Wolf's Head,United States,Napa Valley,Red,4.4,4.1–4.5,29,79.99,70–79.99,"The label features an illustration depicting the head of a wolf. I am very certain of this; on the scale provided, my certainty would be 1. There are no humans or other animals depicted on the label, only the stylized image of the wolf's head.",wolf,wolf,wolf,canine
173028401,Dellar & Friedkin Vineyard Cabernet Sauvignon,2017,Stardust,United States,Napa Valley,Red,4.4,4.1–4.5,111,85.99,80–89.99,"The label features two stylized, animated characters that resemble monkeys sitting inside a sphere that appears to be a simplified representation of a spaceship or celestial object. There are stars and astrological or astronomical symbols surrounding them, fitting with the theme suggested by the wine's name, 'Stardust.' I can say with certainty, 1, that there are animated characters depicted on the label, but these are not real animals or humans.",none,monkey,monkey,monkey
167856134,Cabernet Sauvignon,2019,Malk,United States,Stags Leap District,Red,4.4,4.1–4.5,544,89.99,80–89.99,"There is an image of a dog on the wine label. I am very certain of this, so on a scale of 0-1, I would rate my certainty as 1.",dog,dog,domestic dog,canine
161445732,Napa Valley Chardonnay,2019,Moone-Tsai,United States,Napa Valley,White,4.4,4.1–4.5,655,89.99,80–89.99,"There is an animal depicted on the wine label; it appears to be a tiger. I am very certain of this observation, so on a scale from 0 to 1, my certainty level is 1. There are no humans visible on the label.",tiger,tiger,big cat,cat
169395566,Peter Martin Ray Vineyard Cabernet Sauvignon,2018,Jaimee Motley,United States,Santa Cruz Mountains,Red,4.4,4.1–4.5,26,92.95,90–99.99,The image displays a wine bottle label for a Cabernet Sauvignon from Peter Martin Ray Vineyard in the Santa Cruz Mountains. The label design features a monochrome botanical illustration with no visible animals or humans. It is an artistic representation of plants. I am very certain (1) that there are no animals or humans depicted on this label.,none,bee,flying bug,bug
157085529,Cabernet Sauvignon,2017,Kukeri,United States,Rutherford,Red,4.4,4.1–4.5,33,94.99,90–99.99,"The label contains a stylized image that appears to be a representation of a bull's head with horns, which fits under the category of an animal in terms of imagery. I am very certain about this; I would rate my certainty as 1.",bull,bull,bull,cattle
