id,name,year,winery,animalBrand,country,region,type,rating,numRatings,price,priceCurrency,imageUrl,gptDescription,gptAnimal,gptCertainty
167326259,Savigny-les-Beaune Premier Cru 'Clos des Guettes',2020,A.F. Gros,NO,France,Savigny-lès-Beaune 1er Cru 'Aux Guettes',Red,4.1,775,100.00,USD,images.vivino.com/thumbs/HbULCn8sSr2u7vttbnTyjw_pl_480x640.png,,,
171215547,Avesso,2022,A&D Wines - Quinta de Santa Teresa,NO,Portugal,Vinho Verde,White,4.1,54,20.99,USD,images.vivino.com/labels/3z7z2Yc6QGOAPpqHda8cOg.jpg,,,
159656430,PS (Pagos Seleccionados),2019,Aalto,NO,Spain,Ribera del Duero,Red,4.6,2793,199.99,USD,images.vivino.com/thumbs/wVepcxluRC-pHkxty1ySfA_pl_480x640.png,"There are no animals or humans on the wine label. I am very certain about this, so on a scale from 0 to 1, my certainty is 1.",none,1
174551469,Mauka,2020,Aaron,NO,United States,Paso Robles,Red,4.3,38,52.99,USD,images.vivino.com/labels/rjCvMlFhRKOeEvyjIDhcxg.jpg,,,
172642902,Joven,2021,Abadia de Acon,NO,Spain,Ribera del Duero,Red,3.7,491,14.58,USD,images.vivino.com/thumbs/79FA1L9VTsCKs8nMUUs_cQ_pl_480x640.png,,,
106065541,Pago Negralada,2016,Abadía Retuerta,NO,Spain,Sardón de Duero,Red,4.4,432,110.00,USD,images.vivino.com/thumbs/sm1OqIEAQnyOGoD8xF9K_w_pl_480x640.png,"The image features a wine label that displays a graphic of an angel holding a grapevine, which would be classified as a depiction of a human figure. I am very certain about this observation, so on a scale of 0-1, I would rate my certainty as 1.",human,1
163077381,LeDomaine Blanco de Guarda,2019,Abadía Retuerta,NO,Spain,Sardón de Duero,White,4.4,473,61.17,USD,images.vivino.com/thumbs/-KNJOsXBRWeQIZueJZEOdA_pl_480x640.png,"Yes, there is an illustration of a human figure on the label, which appears to be a cherub or angel, a mythical being typically depicted with wings. I am very certain about this observation, so on a scale of 0-1, my certainty is 1.",human,1
165606848,Sylvaner,2020,Abbazia di Novacella (Stiftskellerei Neustift),NO,Italy,Südtirol - Alto Adige,White,3.8,235,27.17,USD,images.vivino.com/thumbs/AyCN8HTiSjyrgkbhKZ2Pow_pl_480x640.png,,,
160036494,Barolo Terlo Ravera,2018,Abbona,,Italy,Barolo,Red,4.2,2359,69.99,USD,images.vivino.com/thumbs/_eDV0wmxTcS89CH9hlormw_pl_480x640.png,"The image shows a bottle of wine with a label that features an illustration of a bird. I am very certain about this observation, so on a scale of 0 to 1, my certainty is 1.",bird,1
169295618,Chardonnay,2020,Abeja,,United States,Washington,White,4.2,375,40.99,USD,images.vivino.com/thumbs/18jMnXupSBW-696a940Lnw_pl_480x640.png,,,
1594733,Brut,,Abelé 1757,,France,Champagne,Sparkling,3.8,2389,64.99,USD,images.vivino.com/thumbs/v0s_p5yaTJCUeJHKN9Z1YA_pl_480x640.png,"I don't see any animals or humans on this wine label. It features text and a graphic design. I am very certain about this observation, so on a scale from 0 to 1, I would rate my certainty as 1.",none,1
156389524,Lui Selection,2018,Abelis Carthago,,Spain,Toro,Red,3.8,602,19.99,USD,images.vivino.com/thumbs/nQCpQd8jT9KIDWcWbbiqlQ_pl_480x640.png,"The label features an artistic representation of an animal, specifically a bull (toro in Spanish, as noted at the bottom of the label). I am very certain about this observation, so on a scale of 0-1, my certainty is 1. There are no humans depicted on this label.",bull,1
173116193,Stanly Ranch Pinot Noir,2021,Abiouness,,United States,Los Carneros,Red,4.2,224,39.99,USD,images.vivino.com/thumbs/zde8HlE3SmeKrxuxDCAIdw_pl_480x640.png,,,
172090353,Amrita,2021,Abiouness,,United States,Napa Valley,White,3.9,54,26.99,USD,images.vivino.com/labels/AmXOH1xWTuu6HQRUFgucIQ.jpg,,,
169975807,Infermento,2020,Accadia,,Italy,Marche,Sparkling,3.4,95,19.99,USD,images.vivino.com/thumbs/tbnoMMJaS-yD5WuBB5P_tA_pl_480x640.png,,,
166678384,Cabernet Sauvignon,2019,Accendo Cellars,,United States,Napa Valley,Red,4.6,389,348.32,USD,images.vivino.com/thumbs/n2Z6d5wrT7eBnaGdisCSZA_pl_480x640.png,,,
159736431,Big Bet Blend,2016,Ace Kicker,,Spain,Castilla,Red,3.5,115,12.99,USD,images.vivino.com/thumbs/iqr7y9oqSIWYV8g57F-nfw_pl_480x640.png,There are no animals or humans on this wine label. The label features ornamental designs around a central text area which contains the name of the wine and additional text. I am certain (1) that there are no animals or humans depicted on this label.,none,1
159668123,Malbec,2019,Achaval-Ferrer,,Argentina,Mendoza,Red,4.0,2632,18.99,USD,images.vivino.com/thumbs/Jn47Q7U3QxC66AHswwlucw_pl_480x640.png,"I don't see any animals or humans on the wine label. The label features text and a decorative element, which appears to be a stylised plant or flower motif. I am very certain of this observation, so I would rate my certainty as 1.",none,1
33876750,Prosecco Extra Dry,,Acinum,,Italy,Prosecco,Sparkling,3.9,632,16.95,USD,images.vivino.com/thumbs/wNOBuBP7QsGKN3zJHq8law_pl_480x640.png,,,
175706983,Brachetto d'Acqui,2022,Acquesi,,Italy,Brachetto d'Acqui,Sparkling,3.8,503,20.39,USD,images.vivino.com/thumbs/AOBROzxkTF-9pR6NKDr2pA_pl_480x640.png,,,
170532903,Pinot Gris,2022,Acrobat,,United States,Oregon,White,3.9,183,13.99,USD,images.vivino.com/thumbs/kBCOqtRbRPClYlOoeiNwLQ_pl_480x640.png,,,
172866303,Rosé of Pinot Noir,2022,Acrobat,,United States,Oregon,Rose,3.8,1924,17.95,USD,images.vivino.com/thumbs/RRKKGtM9SP6Tt4UadlyMWw_pl_480x640.png,,,
156837817,Peak Red,2018,Acumen,,United States,Atlas Peak,Red,4.3,194,109.97,USD,images.vivino.com/thumbs/agXfRMF_SUq7GAn9bhowsQ_pl_480x640.png,"The wine label in this image depicts a landscape scene, with mountains in the background and what appears to be vineyards in the foreground. There are no visible animals or humans depicted on this label. I am very certain about this observation, so I would rate my confidence at 1 on a scale of 0 to 1.",none,1
171586385,Mountainside Rosé,2021,Acumen,,United States,Napa Valley,Rose,4.0,67,14.99,USD,images.vivino.com/thumbs/C08jLFJTS0KgvGlYgk2ZEQ_pl_480x640.png,,,
159830237,Ritme Vinyes Velles Boniques,2019,Acustic Celler,,Spain,Priorat,Red,4.1,720,27.17,USD,images.vivino.com/thumbs/jmNPWxqyRsGfykrEk79viw_pl_480x640.png,,,
167746560,Ritme Blanc,2019,Acustic Celler,,Spain,Priorat,White,3.9,625,26.67,USD,images.vivino.com/thumbs/5meTSFvNTBunOFyRI_3ADw_pl_480x640.png,,,
170869394,Cabernet Sauvignon,2019,AD VIVUM,,United States,Napa Valley,Red,4.3,311,189.99,USD,images.vivino.com/thumbs/O_7LrDsLQSOxl2CqVfRHVA_pl_480x640.png,,,
171723659,Lifeboat,2020,AD. Vinum,,France,Rhone Valley,Red,4.0,38,30.00,USD,images.vivino.com/thumbs/v6CkJi40SmCkNoju__0i8g_pl_480x640.png,,,
157434443,Valeirano Barbaresco,2018,Ada Nada,,Italy,Barbaresco,Red,4.1,43,40.00,USD,images.vivino.com/thumbs/vfD-NMA9QniU-ZKM__mdAw_pl_480x640.png,"The image depicts a wine label with the name 'Ada Nada' featured prominently at the top. Below the name, there is the designation 'BARBARESCO', followed by 'DENOMINAZIONE DI ORIGINE CONTROLLATA E GARANTITA' and the specific name 'VALEIRANO'. Additionally, there is a small graphic of a bird within a blue square towards the bottom middle of the label. Based on these elements, I am very certain (1) that there is an animal depicted on the label; it is a stylized image of a bird. There are no human figures on the label.",bird,1
1480018,Bosco di Gica Valdobbiadene Prosecco Superiore Brut,,Adami,,Italy,Conegliano-Valdobbiadene Prosecco Superiore,Sparkling,3.9,4380,22.95,USD,images.vivino.com/thumbs/6PW5_5tmR6GeHTMVXHJfpw_pl_480x640.png,,,
163122772,Téres Cabernet Sauvignon,2018,Adamvs,,United States,Napa Valley,Red,4.6,372,173.99,USD,images.vivino.com/thumbs/Y_s7bsoOR4-xSh9hoYT5ZA_pl_480x640.png,There are no animals or humans visible on the wine label shown in the image. The label features text within a simple graphic element. I am very certain of this assessment—my confidence level is 1.,none,1
142945750,Montefalco Rosso Riserva,2015,Adanti,,Italy,Montefalco,Red,4.1,136,37.99,USD,images.vivino.com/thumbs/7Ng2DyoSSx6gPOt30lHeoA_pl_480x640.png,,,
168304178,Montefalco Grechetto,2020,Adanti,,Italy,Montefalco,White,3.5,222,22.99,USD,images.vivino.com/thumbs/uCDtYbGER8eOvqNQn8KzKQ_pl_480x640.png,,,
156202604,Cabernet Sauvignon,2018,Adaptation,,United States,Napa Valley,Red,4.4,1018,74.94,USD,images.vivino.com/thumbs/OpZa3okqQzuG6HUbGkusqQ_pl_480x640.png,"I don't see any animals or humans on the wine label in the image provided. The label primarily features text and what appears to be an abstract or stylized graphic. I am very certain of my observation, so on a scale of 0-1, I would say 1 for certainty.",none,1
168053858,Pinot Noir,2019,Addax,,United States,Sonoma Coast,Red,4.5,54,74.64,USD,images.vivino.com/thumbs/j5Wi8_KNRoiKaG6LjCiSBg_pl_480x640.png,,,
167476034,Chardonnay,2019,Addax,,United States,Sonoma Coast,White,4.3,83,124.99,USD,images.vivino.com/labels/ANCePXNmTY6yGYK0aXQq7Q.jpg,,,
168075132,Cazoga Cepas Centenarias,2019,Adega Damm Amandi,,Spain,Ribeira Sacra,Red,4.0,30,200.00,USD,images.vivino.com/thumbs/RhvHCeS_Ty6t2xx-puGCog_pl_480x640.png,,,
172708694,Vinho Verde Tinto,2022,Adega de Monção,,Portugal,Vinho Verde,Red,3.2,63,9.95,USD,images.vivino.com/thumbs/qlR6O-vwSuu_BFNNgXAzNg_pl_480x640.png,,,
171333338,Muralhas de Monção Vinho Verde Branco,2022,Adega de Monção,,Portugal,Vinho Verde,White,3.8,538,12.99,USD,images.vivino.com/thumbs/zMBzgcVhQEGuy5B5lL4RSw_pl_480x640.png,,,
170553056,Indigena Tinto,2021,Adega de Penalva,,Portugal,Dão,Red,3.7,41,11.83,USD,images.vivino.com/thumbs/3pOTQ9CLQh2Z4Bef3lm_gw_pl_480x640.png,,,
168506820,Maceration,2021,Adega de Penalva,,Portugal,Dão,White,3.6,82,21.97,USD,images.vivino.com/thumbs/zKTTOMI2SySYEl6rqP-HpA_pl_480x640.png,,,
169765692,Ameixâmbar Colheita Selecionada,2020,Adega do Vulcao,,Portugal,Açores,White,4.2,208,57.83,USD,images.vivino.com/thumbs/7z3YzAJ3T1yHAM7pjG0S9A_pl_480x640.png,,,
170508083,Eidos de Padriñán Albariño,2021,Adega Eidos,,Spain,Rías Baixas,White,3.9,58,29.99,USD,images.vivino.com/thumbs/QRhqPgwmSPW-bjT9ez-ggw_pl_480x640.png,,,
169903531,Envidiacochina (Tête de Cuvée),2021,Adega Familiar Eladio Piñeiro,,Spain,Rías Baixas,White,4.1,79,22.99,USD,images.vivino.com/thumbs/pPtujBrzQ2OaxV2u3SDNmw_pl_480x640.png,,,
174758766,Do Zoe Albarino,2022,Adega Marea Alta,,Spain,Rías Baixas,White,3.7,1075,16.99,USD,images.vivino.com/thumbs/UYOEljqtReyOfKFha_bFIQ_pl_480x640.png,,,
169934106,Gundian Albariño,2021,Adega Valdes,,Spain,Rías Baixas,White,3.9,79,21.99,USD,images.vivino.com/thumbs/opSNom-GSMGFTP5okfGBsQ_pl_480x640.png,,,
164290647,Terra Minei,2019,Adegas Francisco Fernández,,Spain,Ribeiro,White,3.8,149,17.99,USD,images.vivino.com/thumbs/WJxeBPm3RTCB5xppg3yDSQ_pl_480x640.png,"The image displays a wine label with the text 'TERRA MINEI TREIXADURA RIBEIRO.' There is an illustration below the text that depicts a landscape scene, but there are no clear images of animals or humans visible in the illustration. I am very certain about this observation as there are clear delineations in the artwork showing buildings, hills, and possibly vineyards, with no discernible animals or humans. My certainty level is 1.",none,1
175008159,Selección Especial Albariño,2022,Adegas Gran Vinum,,Spain,Rías Baixas,White,4.0,267,29.99,USD,images.vivino.com/thumbs/_wwyB-7UQgWNmVm_lHcnzg_pl_480x640.png,,,
163757171,Breaking Ground Pinot Noir,2019,Adelsheim,,United States,Chehalem Mountains,Red,4.2,92,99.99,USD,images.vivino.com/thumbs/vBmea34JR92YpdbHL2HUAg_pl_480x640.png,"There are no animals or humans depicted on this wine label. It features an abstract, geometric design that mimics the appearance of a landscape. I am very certain about this, so on a scale of 0-1, my certainty would be 1.",none,1
167832000,Staking Claim Chardonnay,2019,Adelsheim,,United States,Chehalem Mountains,White,4.0,410,39.99,USD,images.vivino.com/thumbs/5uB4-f6wRGqBFKev5xaAnA_pl_480x640.png,,,
168517410,Brut Cuvée,2019,Adelsheim,,United States,Chehalem Mountains,Sparkling,4.0,30,69.35,USD,images.vivino.com/labels/8GDPKZjUTX2Z1VXMNz5fdA.jpg,,,
171107626,Rosé,2021,Adelsheim,,United States,Willamette Valley,Rose,3.7,30,34.99,USD,images.vivino.com/thumbs/erbgnfbmTfKq5108xGOEDA_pl_480x640.png,,,
174912900,Cagnina di Romagna Dolce,2022,Adesso,,Italy,Gagnina di Romagna,Dessert,4.0,2426,12.87,USD,images.vivino.com/thumbs/C8sZuJHLRquHNLVEo8Yrqw_pl_480x640.png,,,
168351674,Gewurztraminer,2021,Adirondack Winery,,United States,New York,White,3.8,33,17.58,USD,images.vivino.com/thumbs/_hioMd0nTcaymR_hEuyBlw_pl_480x640.png,,,
163422285,The 24 Premium Red Blend,2019,Adobe Road,,United States,Sonoma County,Red,4.5,167,67.74,USD,images.vivino.com/thumbs/x306-BsWTBGph09zEPijmg_pl_480x640.png,"I do not see any animals or humans on the wine label. It features stylized artwork that includes a watch face, but there are no animals or humans depicted. My certainty level is 1, as I can confidently state that based on the visible elements in the image.",none,1
158611906,Sangiacomo Vineyards Chardonnay,2017,Adobe Road,,United States,Los Carneros,White,4.3,65,60.99,USD,images.vivino.com/thumbs/QqtKjk0JSHyZ_-67libxkg_pl_480x640.png,"The label on the wine bottle features what appears to be a landscape illustration with no discernable animals or humans. Focusing on the visible part of the illustration, it primarily showcases vineyards and a building which could be part of the winery. Considering it is a still image of a label, I am very certain—my certainty level is 1—that there are no animals or humans depicted in this portion of the label.",none,1
153240295,Palladiano Durello Spumante Brut,,Adria Vini,,Italy,Veneto,Sparkling,3.6,388,16.99,USD,images.vivino.com/thumbs/QOUJbwOTQbmGvwsVUYk6jw_pl_480x640.png,,,
156621542,Basarin Barbaresco,2018,Adriano Marco e Vittorio,,Italy,Barbaresco,Red,4.1,285,29.99,USD,images.vivino.com/thumbs/c1k4rz-5QQK0hUzuzsTd8g_pl_480x640.png,"No, there are no animals or humans on this wine label. It features text and a graphical element that represents grape vines with clusters of grapes. I am very certain about this; my certainty level is 1.",none,1
161047261,Lieu Dit Les Montants Chardonnay Champagne Grand Cru 'Verzy',2018,Adrien Renoir,,France,Champagne Grand Cru 'Verzy',Sparkling,4.3,158,142.83,USD,images.vivino.com/thumbs/WdpNmIu9R-mwydrn_Q3r0w_pl_480x640.png,,,
174802527,Melanson Vineyard Cabernet Sauvignon,2021,Adversity Cellars,,United States,Napa Valley,Red,4.8,25,244.99,USD,images.vivino.com/thumbs/HL-tdDBNTQqsrd8b_HVkbQ_pl_480x640.png,,,
106258149,Alexandro Cream,,Aecovi,,Spain,Jerez-Xérès-Sherry,Fortified,4.2,690,21.99,USD,images.vivino.com/thumbs/Tq7Iq5G7SSqImVyOuG0tag_pl_480x640.png,"In the image provided, there are neither animals nor humans depicted on the wine label. I am very certain of this, so on the scale of 0 to 1 regarding certainty, my answer is 1.",none,1
164675447,Kékfrankos,2018,Affinitás,,Hungary,Tokaj,Red,3.8,110,21.99,USD,images.vivino.com/thumbs/IMXrkWLPSTiNDnrLiH5J6A_pl_480x640.png,,,
169607370,Furmint,2019,Affinitás,,Hungary,Tokaj,White,3.9,269,15.99,USD,images.vivino.com/thumbs/XvIQRelRTS6LVr_urZ6EhA_pl_480x640.png,,,
168374275,Pinot Grigio delle Venezie,2020,Affreschi,,Italy,delle Venezie,White,3.5,110,13.99,USD,images.vivino.com/thumbs/hk6sxTjIQGyOtL4aHU1OlQ_pl_480x640.png,,,
176163736,Cabernet Sauvignon,2020,Aftermath,,United States,Napa Valley,Red,4.4,567,49.99,USD,images.vivino.com/thumbs/ZgQwACHwRc2QM2imolpH3g_pl_480x640.png,,,
166965987,Brunello di Montalcino,2019,Agostina Pieri,,Italy,Brunello di Montalcino,Red,4.2,3946,73.23,USD,images.vivino.com/thumbs/8NPSoqWYRdCN6goxUEcY4Q_pl_480x640.png,,,
11389938,Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',2012,Agrapart & Fils,,France,Champagne Grand Cru 'Avize',Sparkling,4.4,151,299.99,USD,images.vivino.com/thumbs/iZ_PLEJ1Qn6VXxbRTqBQMg_pl_480x640.png,"There are no animals or humans visible on the wine label you've provided. The label is strictly text and graphic design elements. I am very certain of this, so on the scale from 0 to 1, my certainty is 1.",none,1
173925946,Natum Pecorino,2022,Agriverde,,Italy,Terre di Chieti,White,3.5,1437,15.95,USD,images.vivino.com/thumbs/O27tZPLUTiyhH7beq1seRQ_pl_480x640.png,,,
168845768,Granbazán Albariño Etiqueta Ámbar,2021,Agro de Bazán,,Spain,Rías Baixas,White,4.1,1146,29.50,USD,images.vivino.com/thumbs/veZPB1sfRw64iYMREeUrTw_pl_480x640.png,,,
170636026,Gran Selección Malbec,2022,Agua de Piedra,,Argentina,Mendoza,Red,3.7,3804,10.99,USD,images.vivino.com/thumbs/8RyI3lIoQjGr5E-VisZXQw_pl_480x640.png,,,
7403887,Cava Kripta Gran Reserva Brut Nature,2014,Agusti Torello Mata,,Spain,Cava,Sparkling,4.4,116,89.95,USD,images.vivino.com/thumbs/XprZ9WneQUqv6mIclWCklA_pl_480x640.png,,,
